Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,Cost_num,Sale_num,CTR,CPC,Conversion_Rate_calc,CPA,ROAS,CPM
A1012,Software Engineer Course,125.0,3259.0,$191.3,18.0,3.0,0.024,$1959,2024-11-27,Hyderabad,Desktop,data analitics online,191.3,1959.0,0.03835532371893219,1.5304,0.024,63.76666666666667,10.240460010454782,58.69898741945383
A1013,Software Engineer Course,196.0,3742.0,$207.46,10.0,7.0,0.038,$1623,2024-11-12,Hyderabad,Mobile,data anaytics training,207.46,1623.0,0.052378407268840195,1.0584693877551021,0.03571428571428571,29.63714285714286,7.8231948327388405,55.44094067343667
A1014,Software Engineer Course,181.0,4311.0,$185.09,11.0,9.0,0.05,$1538,2024-11-04,Hyderabad,Desktop,data anaytics training,185.09,1538.0,0.041985618186035724,1.022596685082873,0.049723756906077346,20.565555555555555,8.309471068129017,42.93435397819532
A1015,Software Engineer Course,102.0,5461.0,$201.69,22.0,8.0,0.078,$1755,2024-11-29,Hyderabad,Desktop,data analytics course,201.69,1755.0,0.01867789782091192,1.9773529411764705,0.0784313725490196,25.21125,8.701472556894243,36.93279619117377
A1016,Software Engineer Course,193.0,5159.0,,15.0,9.0,0.047,$1614,2024-11-10,Hyderabad,Mobile,learn data analytics,,1614.0,0.03741035084318666,,0.046632124352331605,,,
A1017,Software Engineer Course,149.0,4431.0,$207.4,19.0,9.0,0.06,$1693,2024-11-12,Hyderabad,Mobile,learn data analytics,207.4,1693.0,0.0336267208305123,1.3919463087248323,0.06040268456375839,23.044444444444444,8.162970106075218,46.80658993455202
A1018,Software Engineer Course,150.0,3113.0,$217.41,20.0,5.0,,$1785,2024-11-07,Hyderabad,Mobile,analytics for data,217.41,1785.0,0.04818503051718599,1.4494,0.03333333333333333,43.482,8.210293914723334,69.83938323160938
A1019,Software Engineer Course,145.0,5278.0,,25.0,6.0,0.041,$1516,2024-11-05,Hyderabad,Desktop,data analytics course,,1516.0,0.027472527472527472,,0.041379310344827586,,,
A1020,Software Engineer Course,184.0,4143.0,$223.3,10.0,10.0,0.044,$1735,2024-11-21,Hyderabad,Tablet,learn data analytics,223.3,1735.0,0.044412261646150135,1.2135869565217392,0.05434782608695652,22.330000000000002,7.769816390506045,53.89814144339851
A1021,Software Engineer Course,171.0,4154.0,$184.23,30.0,7.0,0.041,$1803,2024-11-08,Hyderabad,Tablet,data analitics online,184.23,1803.0,0.041165142031776604,1.0773684210526315,0.04093567251461988,26.318571428571428,9.786679693860934,44.35002407318247
A1022,Software Engineer Course,122.0,5187.0,$211.24,27.0,6.0,0.049,$1322,2024-11-20,Hyderabad,Desktop,online data analytic,211.24,1322.0,0.023520339309812992,1.7314754098360656,0.04918032786885246,35.20666666666667,6.258284415830335,40.72488914594178
A1023,Software Engineer Course,188.0,5798.0,$230.17,28.0,5.0,0.047,$1452,2024-11-30,Hyderabad,Tablet,data analytics course,230.17,1452.0,0.032424974129010006,1.2243085106382978,0.026595744680851064,46.034,6.308380762045445,39.698171783373574
A1024,Software Engineer Course,87.0,3718.0,,12.0,3.0,0.034,$1652,2024-11-20,Hyderabad,Tablet,learn data analytics,,1652.0,0.023399677245831092,,0.034482758620689655,,,
A1025,Software Engineer Course,88.0,3349.0,$181.92,22.0,8.0,0.091,$1456,2024-11-20,Hyderabad,Tablet,learn data analytics,181.92,1456.0,0.026276500447894893,2.067272727272727,0.09090909090909091,22.74,8.003518029903255,54.320692744102715
A1026,Software Engineer Course,119.0,5323.0,$205.92,17.0,10.0,0.06,$1656,2024-11-02,Hyderabad,Desktop,online data analytic,205.92,1656.0,0.022355814390381364,1.7304201680672269,0.08403361344537816,20.592,8.041958041958042,38.68495209468345
A1027,Software Engineer Course,,5286.0,$234.89,22.0,10.0,,$1688,2024-11-21,Hyderabad,Desktop,data anaytics training,234.89,1688.0,,,,23.488999999999997,7.186342543318149,44.43624668936814
A1028,Software Engineer Course,128.0,5469.0,$188.49,16.0,3.0,,$1783,2024-11-23,Hyderabad,Mobile,learn data analytics,188.49,1783.0,0.02340464435911501,1.472578125,0.0234375,62.830000000000005,9.459387765929227,34.46516730663741
A1029,Software Engineer Course,86.0,3351.0,$237.75,21.0,9.0,0.105,$1975,2024-11-13,Hyderabad,Mobile,analytics for data,237.75,1975.0,0.025663980901223515,2.76453488372093,0.10465116279069768,26.416666666666668,8.307045215562566,70.94897045658013
A1030,Software Engineer Course,188.0,4834.0,$213.58,15.0,4.0,0.021,$1590,2024-11-08,Hyderabad,Tablet,online data analytic,213.58,1590.0,0.03889118742242449,1.136063829787234,0.02127659574468085,53.395,7.444517276898585,44.18287132809267
A1031,Software Engineer Course,113.0,5065.0,$212.37,11.0,5.0,,$1111,2024-11-22,Hyderabad,Desktop,online data analytic,212.37,1111.0,0.022309970384995065,1.8793805309734513,0.04424778761061947,42.474000000000004,5.231435701841126,41.928923988154
A1032,Software Engineer Course,,3872.0,$244.38,20.0,4.0,,$1041,2024-11-12,Hyderabad,Tablet,data analitics online,244.38,1041.0,,,,61.095,4.259759391112202,63.114669421487605
A1033,Software Engineer Course,176.0,5509.0,$234.59,19.0,7.0,0.054,$1710,2024-11-03,Hyderabad,Tablet,data analytics course,234.59,1710.0,0.03194772190960247,1.3328977272727274,0.03977272727272727,33.51285714285714,7.289313269960356,42.583045924850246
A1034,Software Engineer Course,121.0,5610.0,$214.96,23.0,8.0,,,2024-11-25,Hyderabad,Mobile,data analytics course,214.96,,0.021568627450980392,1.7765289256198349,0.06611570247933884,26.87,,38.317290552584666
A1035,Software Engineer Course,104.0,5275.0,$236.48,16.0,9.0,0.031,$1824,2024-11-01,Hyderabad,Desktop,data anaytics training,236.48,1824.0,0.019715639810426542,2.273846153846154,0.08653846153846154,26.275555555555556,7.713125845737483,44.830331753554496
A1036,Software Engineer Course,146.0,5939.0,$242.9,11.0,8.0,0.035,$1833,2024-11-07,Hyderabad,Desktop,data anaytics training,242.9,1833.0,0.02458326317561879,1.6636986301369863,0.0547945205479452,30.3625,7.5463153561136265,40.899141269574
A1037,Software Engineer Course,123.0,5131.0,,19.0,5.0,0.041,$1307,2024-11-09,Hyderabad,Mobile,learn data analytics,,1307.0,0.02397193529526408,,0.04065040650406504,,,
A1038,Software Engineer Course,90.0,5786.0,$197.55,11.0,6.0,0.043,$1704,2024-11-16,Hyderabad,Mobile,online data analytic,197.55,1704.0,0.015554787417905289,2.1950000000000003,0.06666666666666667,32.925000000000004,8.625664388762338,34.14275838230211
A1039,Software Engineer Course,171.0,4304.0,$192.61,17.0,10.0,0.058,$1427,2024-11-26,Hyderabad,Mobile,learn data analytics,192.61,1427.0,0.03973048327137547,1.126374269005848,0.05847953216374269,19.261000000000003,7.408753439592959,44.75139405204461
A1040,Software Engineer Course,94.0,5549.0,$231.23,25.0,9.0,0.096,$1849,2024-11-12,Hyderabad,Mobile,data anaytics training,231.23,1849.0,0.016939989187240944,2.4598936170212764,0.09574468085106383,25.69222222222222,7.996367253384077,41.67057127410344
A1041,Software Engineer Course,112.0,4271.0,$196.07,27.0,6.0,,$1209,2024-11-14,Hyderabad,Desktop,data analitics online,196.07,1209.0,0.026223366892999297,1.7506249999999999,0.05357142857142857,32.678333333333335,6.16616514510124,45.9072816670569
A1042,Software Engineer Course,113.0,4418.0,$191.55,27.0,10.0,,$1634,2024-11-09,Hyderabad,Mobile,data analytics course,191.55,1634.0,0.02557718424626528,1.695132743362832,0.08849557522123894,19.155,8.530409814669799,43.356722498868265
A1043,Software Engineer Course,145.0,3721.0,$180.95,21.0,7.0,0.048,$1960,2024-11-29,Hyderabad,Desktop,data analitics online,180.95,1960.0,0.038968019349637194,1.2479310344827585,0.04827586206896552,25.849999999999998,10.831721470019342,48.629400698736895
A1044,Software Engineer Course,197.0,5783.0,$204.46,23.0,6.0,,$1729,2024-11-01,Hyderabad,Tablet,data anaytics training,204.46,1729.0,0.03406536399792495,1.0378680203045685,0.030456852791878174,34.07666666666667,8.456421793993934,35.35535189348089
A1045,Software Engineer Course,109.0,4866.0,$236.78,27.0,5.0,,$1585,2024-11-15,Hyderabad,Mobile,online data analytic,236.78,1585.0,0.02240032881216605,2.1722935779816512,0.045871559633027525,47.356,6.693977531886139,48.660090423345665
A1046,Software Engineer Course,188.0,5857.0,$222.98,20.0,4.0,0.048,$1303,2024-11-11,Hyderabad,Desktop,data anaytics training,222.98,1303.0,0.032098343862045416,1.186063829787234,0.02127659574468085,55.745,5.843573414656023,38.070684650845145
A1047,Software Engineer Course,142.0,5103.0,$234.1,24.0,3.0,0.021,$1835,2024-11-08,Hyderabad,Mobile,analytics for data,234.1,1835.0,0.02782676856750931,1.6485915492957746,0.02112676056338028,78.03333333333333,7.838530542503204,45.87497550460513
A1048,Software Engineer Course,168.0,4653.0,$240.84,27.0,9.0,0.054,$1367,2024-11-24,Hyderabad,Mobile,online data analytic,240.84,1367.0,0.036105738233397806,1.4335714285714285,0.05357142857142857,26.76,5.675967447267896,51.76015473887814
A1049,Software Engineer Course,110.0,3524.0,$248.86,19.0,10.0,0.091,$1524,2024-11-21,Hyderabad,Mobile,learn data analytics,248.86,1524.0,0.031214528944381384,2.2623636363636366,0.09090909090909091,24.886000000000003,6.123925098448927,70.61861520998865
A1050,Software Engineer Course,192.0,5938.0,$182.84,26.0,5.0,0.039,$1080,2024-11-12,Hyderabad,Mobile,analytics for data,182.84,1080.0,0.03233411923206467,0.9522916666666666,0.026041666666666668,36.568,5.906803762852768,30.791512293701583
A1051,Software Engineer Course,101.0,3942.0,$206.62,16.0,5.0,0.05,$1746,2024-11-24,Hyderabad,Tablet,analytics for data,206.62,1746.0,0.025621511922881784,2.045742574257426,0.04950495049504951,41.324,8.4502952279547,52.41501775748351
A1052,Software Engineer Course,157.0,3315.0,$189.56,15.0,10.0,0.064,$1026,2024-11-25,Hyderabad,Mobile,online data analytic,189.56,1026.0,0.0473604826546003,1.2073885350318472,0.06369426751592357,18.956,5.412534289934586,57.18250377073907
A1053,Software Engineer Course,113.0,4945.0,$187.66,15.0,10.0,,$1564,2024-11-26,Hyderabad,Tablet,learn data analytics,187.66,1564.0,0.022851365015166835,1.66070796460177,0.08849557522123894,18.766,8.33422146435042,37.94944388270981
A1054,Software Engineer Course,96.0,3166.0,$196.15,29.0,7.0,0.073,$1902,2024-11-26,Hyderabad,Desktop,learn data analytics,196.15,1902.0,0.030322173089071383,2.043229166666667,0.07291666666666667,28.021428571428572,9.696660718837624,61.95514845230575
A1055,Software Engineer Course,125.0,4223.0,$183.68,15.0,6.0,,$1267,2024-11-05,Hyderabad,Desktop,data analitics online,183.68,1267.0,0.029599810561212407,1.46944,0.048,30.613333333333333,6.897865853658536,43.49514563106796
A1056,Software Engineer Course,104.0,4798.0,$210.1,18.0,3.0,,$1340,2024-11-21,Hyderabad,Desktop,analytics for data,210.1,1340.0,0.021675698207586493,2.020192307692308,0.028846153846153848,70.03333333333333,6.377915278438839,43.789078782826174
A1057,Software Engineer Course,194.0,5655.0,$208.58,13.0,6.0,0.031,$1692,2024-11-16,Hyderabad,Mobile,data anaytics training,208.58,1692.0,0.03430592396109638,1.0751546391752578,0.030927835051546393,34.763333333333335,8.11199539744942,36.8841732979664
A1058,Software Engineer Course,144.0,5140.0,$219.48,19.0,8.0,0.047,$1054,2024-11-18,Hyderabad,Desktop,data analitics online,219.48,1054.0,0.02801556420233463,1.5241666666666667,0.05555555555555555,27.435,4.80225988700565,42.70038910505836
A1059,Software Engineer Course,179.0,3025.0,$238.81,17.0,3.0,0.017,,2024-11-11,Hyderabad,Mobile,data analitics online,238.81,,0.059173553719008266,1.3341340782122906,0.01675977653631285,79.60333333333334,,78.94545454545454
A1060,Software Engineer Course,166.0,5223.0,$189.76,18.0,7.0,0.042,$1219,2024-11-16,Hyderabad,Tablet,data analytics course,189.76,1219.0,0.031782500478652116,1.1431325301204818,0.04216867469879518,27.108571428571427,6.423903878583475,36.33161018571702
A1061,Software Engineer Course,166.0,5089.0,,26.0,7.0,0.042,$1946,2024-11-11,Hyderabad,Tablet,analytics for data,,1946.0,0.03261937512281391,,0.04216867469879518,,,
A1062,Software Engineer Course,118.0,5016.0,$204.31,19.0,9.0,0.045,$1833,2024-11-08,Hyderabad,Desktop,analytics for data,204.31,1833.0,0.023524720893141945,1.7314406779661018,0.07627118644067797,22.70111111111111,8.971660711663649,40.73165869218501
A1063,Software Engineer Course,185.0,3617.0,$222.32,24.0,7.0,0.038,$1963,2024-11-23,Hyderabad,Mobile,data analytics course,222.32,1963.0,0.05114735969035112,1.2017297297297298,0.03783783783783784,31.759999999999998,8.82961496941346,61.46530273707492
A1064,Software Engineer Course,116.0,3764.0,$232.03,28.0,10.0,0.086,$1348,2024-11-20,Hyderabad,Tablet,data analytics course,232.03,1348.0,0.030818278427205102,2.0002586206896553,0.08620689655172414,23.203,5.809593587036159,61.644527098831034
A1065,Software Engineer Course,99.0,4489.0,$183.73,15.0,6.0,0.061,$1264,2024-11-05,Hyderabad,Desktop,online data analytic,183.73,1264.0,0.022053909556694142,1.8558585858585857,0.06060606060606061,30.621666666666666,6.879660371196866,40.92893740253954
A1066,Software Engineer Course,172.0,4441.0,$221.18,14.0,8.0,0.047,$1771,2024-11-27,Hyderabad,Mobile,analytics for data,221.18,1771.0,0.038730015762215714,1.2859302325581397,0.046511627906976744,27.6475,8.00705307894023,49.80409817608647
A1067,Software Engineer Course,138.0,5751.0,$199.11,26.0,9.0,0.052,$1337,2024-11-10,Hyderabad,Desktop,data analitics online,199.11,1337.0,0.023995826812728223,1.442826086956522,0.06521739130434782,22.123333333333335,6.714881221435387,34.62180490349505
A1068,Software Engineer Course,84.0,4036.0,$234.22,23.0,10.0,0.119,$1287,2024-11-04,Hyderabad,Desktop,learn data analytics,234.22,1287.0,0.02081268582755203,2.788333333333333,0.11904761904761904,23.422,5.494833916830331,58.03270564915758
A1069,Software Engineer Course,124.0,4942.0,$240.59,18.0,3.0,0.024,$1922,2024-11-16,Hyderabad,Desktop,learn data analytics,240.59,1922.0,0.02509105625252934,1.940241935483871,0.024193548387096774,80.19666666666667,7.988694459453843,48.68271954674221
A1070,Software Engineer Course,122.0,4989.0,$215.48,12.0,5.0,0.041,$1975,2024-11-06,Hyderabad,Mobile,data analitics online,215.48,1975.0,0.024453798356384046,1.7662295081967212,0.040983606557377046,43.096,9.165583812882867,43.19102024453798
A1071,Software Engineer Course,180.0,3006.0,$228.14,22.0,7.0,0.039,$1556,2024-11-04,Hyderabad,Tablet,learn data analytics,228.14,1556.0,0.059880239520958084,1.2674444444444444,0.03888888888888889,32.59142857142857,6.820373454896117,75.89487691284099
A1072,Software Engineer Course,133.0,3728.0,$199.13,11.0,10.0,,,2024-11-09,Hyderabad,Desktop,data analitics online,199.13,,0.03567596566523605,1.497218045112782,0.07518796992481203,19.913,,53.41469957081544
A1073,Software Engineer Course,164.0,3734.0,$225.39,27.0,8.0,0.04,$1728,2024-11-12,Hyderabad,Tablet,learn data analytics,225.39,1728.0,0.04392072844134976,1.3743292682926829,0.04878048780487805,28.17375,7.666711034207374,60.36154258168184
A1074,Software Engineer Course,150.0,4621.0,$246.3,15.0,6.0,0.049,$1554,2024-11-09,Hyderabad,Desktop,data analitics online,246.3,1554.0,0.032460506383899586,1.6420000000000001,0.04,41.050000000000004,6.309378806333739,53.30015148236313
A1075,Software Engineer Course,97.0,3212.0,$212.55,27.0,10.0,0.103,$1994,2024-11-23,Hyderabad,Desktop,analytics for data,212.55,1994.0,0.030199252801992527,2.191237113402062,0.10309278350515463,21.255000000000003,9.381322041872501,66.17372353673724
A1076,Software Engineer Course,128.0,4225.0,$228.24,30.0,4.0,0.031,$1618,2024-11-08,Hyderabad,Mobile,learn data analytics,228.24,1618.0,0.03029585798816568,1.783125,0.03125,57.06,7.089029092183666,54.02130177514793
A1077,Software Engineer Course,99.0,4779.0,$233.78,26.0,10.0,0.101,$1086,2024-11-05,Hyderabad,Desktop,online data analytic,233.78,1086.0,0.02071563088512241,2.3614141414141416,0.10101010101010101,23.378,4.645393104628283,48.91818372044361
A1078,Software Engineer Course,86.0,5352.0,$234.05,11.0,5.0,0.058,$1364,2024-11-09,Hyderabad,Tablet,online data analytic,234.05,1364.0,0.016068759342301942,2.721511627906977,0.05813953488372093,46.81,5.827814569536423,43.73131539611361
A1079,Software Engineer Course,118.0,5405.0,$187.28,25.0,7.0,0.058,$1836,2024-11-05,Hyderabad,Tablet,analytics for data,187.28,1836.0,0.02183163737280296,1.5871186440677967,0.059322033898305086,26.754285714285714,9.8035027765912,34.64939870490287
A1080,Software Engineer Course,127.0,5430.0,$199.13,14.0,6.0,0.047,$1932,2024-11-25,Hyderabad,Mobile,analytics for data,199.13,1932.0,0.023388581952117862,1.5679527559055118,0.047244094488188976,33.18833333333333,9.702204589966353,36.67219152854512
A1081,Software Engineer Course,83.0,4808.0,$241.35,20.0,7.0,0.084,$1038,2024-11-30,Hyderabad,Mobile,learn data analytics,241.35,1038.0,0.017262895174708817,2.907831325301205,0.08433734939759036,34.47857142857143,4.30080795525171,50.197587354409315
A1082,Software Engineer Course,149.0,3587.0,$217.53,23.0,8.0,,,2024-11-17,Hyderabad,Mobile,data analitics online,217.53,,0.04153889043769166,1.4599328859060403,0.053691275167785234,27.19125,,60.64399219403401
A1083,Software Engineer Course,168.0,4683.0,$215.28,30.0,8.0,0.048,$1327,2024-11-28,Hyderabad,Mobile,data analitics online,215.28,1327.0,0.03587443946188341,1.2814285714285714,0.047619047619047616,26.91,6.1640654031958375,45.970531710442025
A1084,Software Engineer Course,112.0,5814.0,$227.38,11.0,8.0,0.071,$1467,2024-11-03,Hyderabad,Tablet,analytics for data,227.38,1467.0,0.019263845889232887,2.0301785714285714,0.07142857142857142,28.4225,6.451754771747735,39.10904712762297
A1085,Software Engineer Course,123.0,3292.0,$233.2,28.0,6.0,0.049,$1174,2024-11-19,Hyderabad,Desktop,data anaytics training,233.2,1174.0,0.037363304981773995,1.8959349593495933,0.04878048780487805,38.86666666666667,5.034305317324185,70.83839611178615
A1086,Software Engineer Course,174.0,4305.0,$206.02,20.0,3.0,0.034,$1057,2024-11-23,Hyderabad,Desktop,learn data analytics,206.02,1057.0,0.04041811846689895,1.1840229885057472,0.017241379310344827,68.67333333333333,5.130569847587613,47.85598141695703
A1087,Software Engineer Course,143.0,4368.0,,27.0,7.0,0.049,$1199,2024-11-03,Hyderabad,Tablet,analytics for data,,1199.0,0.03273809523809524,,0.04895104895104895,,,
A1088,Software Engineer Course,195.0,5935.0,$209.68,23.0,9.0,0.046,$1966,2024-11-07,Hyderabad,Tablet,online data analytic,209.68,1966.0,0.03285593934288121,1.0752820512820513,0.046153846153846156,23.297777777777778,9.376192293017931,35.329401853411966
A1089,Software Engineer Course,176.0,5847.0,$241.04,13.0,6.0,0.034,$1194,2024-11-02,Hyderabad,Desktop,online data analytic,241.04,1194.0,0.030100906447750982,1.3695454545454544,0.03409090909090909,40.17333333333333,4.95353468304016,41.224559603215326
A1090,Software Engineer Course,141.0,4851.0,$227.39,28.0,5.0,,$1821,2024-11-15,Hyderabad,Desktop,analytics for data,227.39,1821.0,0.02906617192331478,1.6126950354609928,0.03546099290780142,45.477999999999994,8.008267733849335,46.87487116058545
A1091,Software Engineer Course,108.0,4710.0,$204.16,19.0,10.0,0.093,$1731,2024-11-20,Hyderabad,Tablet,data analitics online,204.16,1731.0,0.022929936305732482,1.8903703703703703,0.09259259259259259,20.416,8.47864420062696,43.346072186836516
A1092,Software Engineer Course,112.0,3345.0,,11.0,6.0,0.047,$1859,2024-11-23,Hyderabad,Tablet,analytics for data,,1859.0,0.03348281016442452,,0.05357142857142857,,,
A1093,Software Engineer Course,,5903.0,$184.41,23.0,9.0,,$1188,2024-11-20,Hyderabad,Tablet,online data analytic,184.41,1188.0,,,,20.49,6.44216691068814,31.240047433508387
A1094,Software Engineer Course,145.0,5004.0,$216.45,22.0,5.0,0.034,$1496,2024-11-01,Hyderabad,Tablet,data analitics online,216.45,1496.0,0.02897681854516387,1.492758620689655,0.034482758620689655,43.29,6.911526911526912,43.25539568345323
A1095,Software Engineer Course,183.0,3947.0,$197.3,15.0,8.0,0.044,$1645,2024-11-14,Hyderabad,Desktop,data anaytics training,197.3,1645.0,0.04636432733721814,1.0781420765027323,0.04371584699453552,24.6625,8.337557019766852,49.987332151000764
A1096,Software Engineer Course,113.0,3690.0,$229.42,20.0,5.0,0.044,$1915,2024-11-28,Hyderabad,Tablet,learn data analytics,229.42,1915.0,0.03062330623306233,2.0302654867256638,0.04424778761061947,45.884,8.347136256647198,62.173441734417345
A1097,Software Engineer Course,101.0,5943.0,$187.32,27.0,6.0,0.059,$1614,2024-11-15,Hyderabad,Tablet,data analitics online,187.32,1614.0,0.016994783779236074,1.8546534653465345,0.0594059405940594,31.22,8.616271620755926,31.519434628975265
A1098,Software Engineer Course,189.0,5357.0,$222.5,24.0,3.0,0.05,$1839,2024-11-25,Hyderabad,Tablet,data analytics course,222.5,1839.0,0.03528094082508867,1.1772486772486772,0.015873015873015872,74.16666666666667,8.265168539325842,41.53444091842449
A1099,Software Engineer Course,154.0,3596.0,$236.14,30.0,9.0,0.058,$1036,2024-11-06,Hyderabad,Tablet,online data analytic,236.14,1036.0,0.04282536151279199,1.5333766233766233,0.05844155844155844,26.237777777777776,4.387227915643263,65.66740823136819
A1100,Software Engineer Course,179.0,5162.0,$246.76,16.0,5.0,0.05,$1052,2024-11-29,Hyderabad,Desktop,online data analytic,246.76,1052.0,0.03467648198372724,1.3785474860335194,0.027932960893854747,49.352,4.263251742583887,47.80317706315382
A1101,Software Engineer Course,148.0,3747.0,$244.41,18.0,8.0,0.054,$1092,2024-11-17,Hyderabad,Tablet,learn data analytics,244.41,1092.0,0.03949826527888978,1.6514189189189188,0.05405405405405406,30.55125,4.467902295323432,65.22818254603682
A1102,Software Engineer Course,177.0,4822.0,$197.03,26.0,9.0,0.051,$1909,2024-11-04,Hyderabad,Mobile,online data analytic,197.03,1909.0,0.03670676068021568,1.1131638418079095,0.05084745762711865,21.892222222222223,9.688879866010252,40.8606387391124
A1103,Software Engineer Course,119.0,5800.0,$221.36,11.0,8.0,,,2024-11-29,Hyderabad,Desktop,analytics for data,221.36,,0.020517241379310346,1.8601680672268908,0.06722689075630252,27.67,,38.16551724137931
A1104,Software Engineer Course,89.0,3594.0,,14.0,6.0,0.067,$1026,2024-11-15,Hyderabad,Tablet,data analytics course,,1026.0,0.02476349471341124,,0.06741573033707865,,,
A1105,Software Engineer Course,146.0,4765.0,$230.22,23.0,5.0,0.034,$1944,2024-11-28,Hyderabad,Tablet,analytics for data,230.22,1944.0,0.030640083945435468,1.5768493150684932,0.03424657534246575,46.044,8.444096950742768,48.31479538300105
A1106,Software Engineer Course,109.0,4128.0,$183.65,12.0,5.0,,,2024-11-30,Hyderabad,Desktop,data analitics online,183.65,,0.02640503875968992,1.6848623853211009,0.045871559633027525,36.730000000000004,,44.48885658914729
A1107,Software Engineer Course,159.0,5127.0,$197.16,21.0,4.0,0.025,$1867,2024-11-03,Hyderabad,Tablet,learn data analytics,197.16,1867.0,0.0310122878876536,1.24,0.025157232704402517,49.29,9.469466423209576,38.455236980690465
A1108,Software Engineer Course,144.0,5674.0,$235.36,12.0,3.0,0.021,$1505,2024-11-22,Hyderabad,Desktop,analytics for data,235.36,1505.0,0.02537892139584068,1.6344444444444446,0.020833333333333332,78.45333333333333,6.394459551325628,41.48043708142404
A1109,Software Engineer Course,122.0,3793.0,$237.22,19.0,8.0,0.066,$1842,2024-11-20,Hyderabad,Tablet,online data analytic,237.22,1842.0,0.03216451357764303,1.9444262295081967,0.06557377049180328,29.6525,7.76494393390102,62.54152385974162
A1110,Software Engineer Course,112.0,4315.0,$235.33,28.0,9.0,0.08,$1116,2024-11-08,Hyderabad,Mobile,data analytics course,235.33,1116.0,0.025955967555040555,2.1011607142857143,0.08035714285714286,26.14777777777778,4.742276802787575,54.537659327925844
A1111,Software Engineer Course,174.0,4704.0,$192.32,21.0,10.0,0.049,$1501,2024-11-24,Hyderabad,Mobile,learn data analytics,192.32,1501.0,0.036989795918367346,1.105287356321839,0.05747126436781609,19.232,7.804700499168053,40.8843537414966
A1112,Software Engineer Course,168.0,3349.0,$235.6,23.0,9.0,0.054,$1894,2024-11-09,Hyderabad,Mobile,online data analytic,235.6,1894.0,0.050164228127799346,1.4023809523809523,0.05357142857142857,26.177777777777777,8.03904923599321,70.34935801731861
